Lane,"Assembly Type","Total Length","No Contigs","Avg Contig Length","Largest Contig",N50,"Contigs in N50",N60,"Contigs in N60",N70,"Contigs in N70",N80,"Contigs in N80",N90,"Contigs in N90",N100,"Contigs in N100","No scaffolded bases (N)","Total Raw Reads","Reads Mapped","Reads Unmapped","Reads Paired","Reads Unpaired","Total Raw Bases","Total Bases Mapped","Total Bases Mapped (Cigar)","Average Read Length","Maximum Read Length","Average Quality","Insert Size Average","Insert Size Std Dev"
21931_3#331,"Scaffold: Velvet + Improvement",6505516,41,158671.12,1049069,479427,5,389201,7,366869,8,244103,11,129880,14,308,41,126,2086720,2079958,6762,2086720,,315094720,314073658,310649166,151,151,35.8,482.2,81.9
21931_3#332,"Scaffold: Velvet + Improvement",6504590,42,154871.19,671010,453062,6,389011,8,263146,10,239354,12,135101,16,300,42,540,1883238,1877857,5381,1883238,,284368938,283556407,280705821,151,151,36.0,468.2,76.8
21931_3#333,"Scaffold: Velvet + Improvement",6502148,38,171109.16,791164,478789,6,453062,7,408879,8,350834,10,137667,14,300,38,162,2144244,2138787,5457,2144244,,323780844,322956837,319933647,151,151,36.1,462.6,80.5
21931_3#334,"Scaffold: Velvet + Improvement",6503172,42,154837.43,637556,408534,7,388987,8,336240,10,206126,13,145117,17,317,42,2,2059824,2053888,5936,2059824,,311033424,310137088,306930729,151,151,35.9,470.3,78.5
21931_3#335,"Scaffold: Velvet + Improvement",6504376,41,158643.32,685550,447215,6,408563,8,389032,9,263024,11,179010,14,308,41,134,2165798,2159396,6402,2165798,,327035498,326068796,322632053,151,151,35.9,466.0,75.0
21931_3#336,"Scaffold: Velvet + Improvement",6504518,39,166782.51,1153558,510343,5,453062,6,343715,8,249719,10,142358,13,308,39,350,2083574,2078026,5548,2083574,,314619674,313781926,310566928,151,151,35.9,476.7,76.5
21931_3#337,"Scaffold: Velvet + Improvement",6504449,50,130088.98,724566,418798,6,388789,8,272446,10,209442,12,118355,16,314,50,113,2020170,2014268,5902,2020170,,305045670,304154468,300961222,151,151,35.9,473.3,78.2
21931_3#338,"Scaffold: Velvet + Improvement",6504426,48,135508.88,665735,418998,7,408521,8,263146,10,206871,13,119270,17,308,48,668,2045954,2039066,6888,2045954,,308939054,307898966,304352627,151,151,35.7,487.9,81.0
21931_3#339,"Scaffold: Velvet + Improvement",6475470,36,179874.17,1077068,787904,4,556567,5,449541,6,389158,7,141923,10,308,36,427,2086540,2081180,5360,2086540,,315067540,314258180,311561419,151,151,36.2,453.6,73.6
21931_3#340,"Scaffold: Velvet + Improvement",6502622,38,171121.63,666779,479013,6,408870,7,263698,9,237907,12,145117,15,317,38,6,2154270,2148839,5431,2154270,,325294770,324474689,321573881,151,151,36.1,457.8,75.0
21931_3#341,"Scaffold: Velvet + Improvement",6502887,45,144508.60,685882,461799,6,449541,7,350834,9,262435,11,118355,15,314,45,244,2083240,2077697,5543,2083240,,314569240,313732247,310589065,151,151,36.0,468.4,73.0
21931_3#342,"Scaffold: Velvet + Improvement",6503708,45,144526.84,665775,453062,6,410507,8,354382,10,218024,12,141936,15,300,45,1,2389170,2383626,5544,2389170,,360764670,359927526,356818108,151,151,36.2,456.0,77.8
21931_3#343,"Scaffold: Velvet + Improvement",6504580,42,154870.95,665751,453062,6,389364,8,267885,10,239618,12,109246,16,317,42,120,2120582,2115119,5463,2120582,,320207882,319382969,316401447,151,151,36.1,457.3,75.7
21931_3#344,"Scaffold: Velvet + Improvement",6507080,45,144601.78,665731,418998,7,408643,8,371869,10,239689,12,178248,15,300,45,515,1956564,1950723,5841,1956564,,295441164,294559173,291378553,151,151,35.8,482.2,76.8
21931_3#345,"Scaffold: Velvet + Improvement",6503696,42,154849.90,1594977,453062,5,417628,6,352096,8,263146,10,141118,14,300,42,226,2033982,2028352,5630,2033982,,307131282,306281152,303117937,151,151,35.9,473.7,77.3
21931_3#346,"Scaffold: Velvet + Improvement",6505118,39,166797.90,666122,453062,6,418998,7,389148,9,263146,11,107553,15,317,39,55,2377932,2371559,6373,2377932,,359067732,358105409,354406277,151,151,36.0,466.8,79.4
21931_3#347,"Scaffold: Velvet + Improvement",6403267,35,182950.49,665730,426167,6,389205,8,272303,10,245192,12,206842,15,308,35,141,1972126,1963658,8468,1972126,,297791026,296512358,292765061,151,151,35.5,472.8,78.8
21931_3#348,"Scaffold: Velvet + Improvement",6510855,39,166945.00,665627,453066,6,408669,8,389046,9,263917,11,108457,15,317,39,321,2160792,2154515,6277,2160792,,326279592,325331765,322134068,151,151,36.0,465.0,75.1
21931_3#349,"Scaffold: Velvet + Improvement",6502687,47,138355.04,850836,453062,6,408852,7,355002,9,211764,11,113985,15,300,47,421,1835940,1830153,5787,1835940,,277226940,276353103,273306242,151,151,35.8,479.3,81.4
21931_3#350,"Scaffold: Velvet + Improvement",6504673,41,158650.56,666124,479244,6,389044,8,351009,9,247525,12,178863,15,308,41,27,2103542,2098546,4996,2103542,,317634842,316880446,314082973,151,151,36.2,458.1,71.6
21931_3#351,"Scaffold: Velvet + Improvement",6504033,39,166770.08,722894,453062,6,447222,7,389030,9,355223,11,188022,13,317,39,118,2038470,2033316,5154,2038470,,307808970,307030716,304309737,151,151,36.1,461.1,69.7
21931_3#352,"Scaffold: Velvet + Improvement",6505238,46,141418.22,772424,432721,6,389220,8,263146,10,239624,12,206561,15,308,46,19,2126884,2121354,5530,2126884,,321159484,320324454,317554977,151,151,36.1,453.7,74.8
21931_3#353,"Scaffold: Velvet + Improvement",6505880,47,138422.98,670047,418120,7,408670,8,266669,10,206561,13,107896,17,315,47,874,2103656,2097526,6130,2103656,,317652056,316726426,313355935,151,151,35.9,473.0,78.4
21931_3#354,"Scaffold: Velvet + Improvement",6509357,41,158764.80,1119030,510579,4,389155,6,262446,8,207825,11,118333,15,304,41,551,2384456,2377804,6652,2384456,,360052856,359048404,355920774,151,151,35.8,447.2,77.5
21931_3#355,"Scaffold: Velvet + Improvement",6502125,35,185775.00,665634,561613,6,464776,7,453062,8,366781,10,218016,12,300,35,114,2216124,2209844,6280,2216124,,334634724,333686444,330503167,151,151,36.0,462.4,75.8
21931_3#356,"Scaffold: Velvet + Improvement",6504939,44,147839.52,665919,411519,7,388956,8,353305,10,206561,13,141306,16,300,44,13,2426562,2420894,5668,2426562,,366410862,365554994,362143714,151,151,36.1,463.6,77.3
21931_3#357,"Scaffold: Velvet + Improvement",6503120,45,144513.78,665907,453062,6,388918,8,263146,10,239642,12,141712,16,303,45,23,1958898,1953271,5627,1958898,,295793598,294943921,291975035,151,151,36.0,468.1,77.9
21931_3#358,"Scaffold: Velvet + Improvement",6503555,45,144523.44,739578,461634,6,410329,8,262348,10,178835,13,107672,17,308,45,451,2043532,2037963,5569,2043532,,308573332,307732413,304772399,151,151,36.0,459.7,78.1
21931_3#359,"Scaffold: Velvet + Improvement",6506020,47,138425.96,665771,408560,7,388997,8,350853,10,209464,13,178935,16,308,47,211,2065912,2059411,6501,2065912,,311952712,310971061,307441193,151,151,35.6,475.5,78.9
21931_3#360,"Scaffold: Velvet + Improvement",6502296,40,162557.40,665730,408858,7,389187,8,278297,10,246580,13,170354,16,308,40,7,2013646,2008710,4936,2013646,,304060546,303315210,300514009,151,151,36.1,456.3,74.2
21931_3#361,"Scaffold: Velvet + Improvement",6505058,46,141414.30,686262,417628,6,389420,8,264735,10,178882,13,106790,18,300,46,164,1921560,1916299,5261,1921560,,290155560,289361149,286499452,151,151,36.0,466.1,78.7
21931_3#362,"Scaffold: Velvet + Improvement",6437170,45,143048.22,772382,426492,6,389011,8,263146,10,234654,12,143111,16,317,45,19,2025016,2018524,6492,2025016,,305777416,304797124,301287614,151,151,35.7,485.8,78.7
21931_3#363,"Scaffold: Velvet + Improvement",6503598,46,141382.57,801092,408688,6,385719,8,266452,10,242849,12,112620,16,300,46,858,1893868,1888198,5670,1893868,,285974068,285117898,282410349,151,151,36.0,464.2,75.2
21931_3#364,"Scaffold: Velvet + Improvement",6506018,40,162650.45,666130,453062,6,408540,8,364300,10,206746,12,139749,15,308,40,950,2148564,2143100,5464,2148564,,324433164,323608100,320515450,151,151,36.0,467.3,77.7
21931_3#365,"Scaffold: Velvet + Improvement",6503998,36,180666.61,725655,510325,6,508517,7,463548,8,408871,10,129879,13,308,36,2,2177660,2171542,6118,2177660,,328826660,327902842,324776307,151,151,36.1,460.8,78.1
21931_3#366,"Scaffold: Velvet + Improvement",6505366,45,144563.69,666123,408670,7,394607,8,348772,10,262435,12,137524,16,308,45,278,2077076,2071631,5445,2077076,,313638476,312816281,309677641,151,151,35.8,464.9,74.7
21931_3#367,"Scaffold: Velvet + Improvement",6501389,39,166702.28,1149733,419051,5,388734,7,263146,9,257077,11,136519,15,308,39,30,2300596,2293401,7195,2300596,,347389996,346303551,342475827,151,151,35.8,481.2,82.4
21931_3#368,"Scaffold: Velvet + Improvement",6502994,41,158609.61,1083896,508416,5,417802,7,389022,8,263574,10,107672,14,302,41,19,1910488,1905353,5135,1910488,,288483688,287708303,284999392,151,151,36.0,462.3,75.1
21931_3#369,"Scaffold: Velvet + Improvement",6503901,43,151253.51,666123,414206,7,388956,8,352096,10,206756,13,139958,16,317,43,3,1902024,1897125,4899,1902024,,287205624,286465875,283788191,151,151,36.1,462.6,74.7
21931_3#370,"Scaffold: Velvet + Improvement",6503694,39,166761.38,1409116,418998,5,389103,7,350834,8,178845,11,107533,16,308,39,446,2020004,2014277,5727,2020004,,305020604,304155827,301146786,151,151,36.0,471.3,81.2
21931_3#371,"Scaffold: Velvet + Improvement",6506321,46,141441.76,666159,417219,7,389710,8,314050,10,237125,13,135111,16,317,46,445,2048410,2041784,6626,2048410,,309309910,308309384,305234771,151,151,35.9,477.2,82.3
21931_3#372,"Scaffold: Velvet + Improvement",6501824,48,135454.67,691090,449541,6,388837,8,302121,10,239624,12,129876,15,308,48,239,1878586,1872953,5633,1878586,,283666486,282815903,279685566,151,151,35.7,468.7,78.9
21931_3#373,"Scaffold: Velvet + Improvement",6504606,56,116153.68,665611,389056,7,263146,9,215880,11,178942,14,108674,19,308,56,1264,1775962,1770693,5269,1775962,,268170262,267374643,264575112,151,151,35.9,475.2,79.1
21931_3#374,"Scaffold: Velvet + Improvement",6506624,45,144591.64,666041,408869,7,388837,8,291281,10,246614,13,147324,16,300,45,768,1862114,1856798,5316,1862114,,281179214,280376498,277727574,151,151,36.0,471.2,74.9
21931_3#375,"Scaffold: Velvet + Improvement",6503573,51,127521.04,665514,411426,7,350362,8,261465,11,191392,14,118342,18,308,51,717,1639388,1633785,5603,1639388,,247547588,246701535,244209918,151,151,35.9,471.9,80.6
21931_3#376,"Scaffold: Velvet + Improvement",6496745,40,162418.62,751235,417500,6,389529,8,246582,10,233606,12,206126,15,362,40,131,1855790,1850927,4863,1855790,,280224290,279489977,276964385,151,151,36.1,455.6,71.1
21931_3#377,"Scaffold: Velvet + Improvement",6488942,42,154498.62,770881,514971,5,388834,7,372710,8,335790,10,161758,13,301,42,147,1972858,1968075,4783,1972858,,297901558,297179325,294758850,151,151,36.3,443.5,72.0
21931_3#378,"Scaffold: Velvet + Improvement",6505051,44,147842.07,772681,453689,6,408521,8,355914,9,264805,12,137278,15,307,44,1040,1908356,1902144,6212,1908356,,288161756,287223744,284046261,151,151,35.8,477.8,82.3
21931_3#379,"Scaffold: Velvet + Improvement",6503437,48,135488.27,665712,408690,7,389011,8,246448,11,234654,13,141306,17,308,48,1296,1842894,1836671,6223,1842894,,278276994,277337321,274522508,151,151,35.9,471.2,79.8
21931_3#380,"Scaffold: Velvet + Improvement",6502522,46,141359.17,665818,408534,7,394962,8,272108,10,207767,13,108123,17,308,46,692,1650802,1645468,5334,1650802,,249271102,248465668,245620664,151,151,35.7,486.2,79.2
21946_4#266,"Scaffold: Velvet + Improvement",6205287,82,75674.23,378559,178356,12,128498,16,86899,22,72896,29,44408,39,328,82,942,1881942,1720337,161605,1579080,141257,284173242,259770887,259477787,151,151,35.0,439.3,78.3
21946_4#267,"Scaffold: Velvet + Improvement",6203350,44,140985.23,943260,344800,7,319132,9,217308,11,160325,14,72957,19,401,44,585,1851406,1835410,15996,1851406,,279562306,277146910,273833796,151,151,35.1,439.4,78.3
21946_4#268,"Scaffold: Velvet + Improvement",6160303,289,21315.93,986409,767148,4,483529,5,412294,7,333684,8,100039,11,300,289,35400,1906290,1885763,20527,1906290,,287849790,284750213,280605051,151,151,34.9,448.1,75.8
21946_4#269,"Scaffold: Velvet + Improvement",6201120,33,187912.73,742889,412298,6,395383,7,350934,9,334322,11,158285,13,343,33,804,1847478,1672233,175245,1518344,153889,278969178,252507183,252210807,151,151,34.7,452.9,76.4
21946_4#270,"Scaffold: Velvet + Improvement",6205269,32,193914.66,901350,660186,4,412562,6,399061,7,269218,9,111848,13,323,32,393,1885684,1708284,177400,1552134,156150,284738284,257950884,257644849,151,151,34.7,455.5,74.2
21946_4#271,"Scaffold: Velvet + Improvement",6198809,84,73795.35,976844,660273,4,493458,5,412133,7,351221,8,47783,13,310,84,4884,1846646,1829914,16732,1846646,,278843546,276317014,272679554,151,151,34.8,453.3,78.5
21946_4#272,"Scaffold: Velvet + Improvement",6199442,21,295211.52,1153346,527054,4,458472,6,411945,7,333792,9,174988,11,434,21,553,1873108,1723982,149126,1593676,130306,282839308,260321282,260031637,151,151,35.1,434.6,72.5
21946_4#273,"Scaffold: Velvet + Improvement",6198381,68,91152.66,516922,215570,10,178414,13,136629,17,86518,23,61379,31,347,68,936,1808664,1668259,140405,1546172,122087,273108264,251907109,251631537,151,151,35.2,419.8,74.3
21946_4#274,"Scaffold: Velvet + Improvement",6202792,80,77534.90,392282,151301,13,126233,17,91990,23,70960,30,40512,42,304,80,2233,1584064,1571541,12523,1584064,,239193664,237302691,234412210,151,151,34.9,444.5,77.3
21946_4#275,"Scaffold: Velvet + Improvement",6204529,29,213949.28,1329346,412155,4,395056,6,292867,8,217578,10,171235,13,370,29,300,1848376,1833866,14510,1848376,,279104776,276913766,273641243,151,151,35.1,440.2,73.5
21946_4#276,"Scaffold: Velvet + Improvement",6205197,42,147742.79,921988,269219,6,207110,8,191145,11,158115,15,94312,20,302,42,4285,1523708,1365953,157755,1225520,140433,230079908,206258903,206006430,151,151,34.5,468.3,75.5
21946_4#277,"Scaffold: Velvet + Improvement",6206067,27,229854.33,1355371,901411,3,821974,4,412084,5,274392,7,207885,9,347,27,819,1687302,1673000,14302,1687302,,254782602,252623000,249406021,151,151,34.9,448.2,76.5
21946_4#278,"Scaffold: Velvet + Improvement",6205649,29,213987.90,1295869,427005,5,412154,6,333683,8,256713,10,118945,14,347,29,52,1833014,1816680,16334,1833014,,276785114,274318680,270584296,151,151,34.8,463.1,79.3
21946_4#279,"Scaffold: Velvet + Improvement",6203040,30,206768.00,921869,660381,4,441310,6,428628,7,412166,8,133607,11,370,30,357,1863424,1848322,15102,1863424,,281377024,279096622,275453802,151,151,34.7,449.0,78.6
21946_4#280,"Scaffold: Velvet + Improvement",6201727,25,248069.08,901510,482898,5,464378,6,412290,8,383095,9,134498,12,528,25,378,1973844,1956762,17082,1973844,,298050444,295471062,291654451,151,151,34.9,457.7,79.4
21946_4#281,"Scaffold: Velvet + Improvement",6204837,30,206827.90,900302,412296,5,395026,7,333793,8,217634,11,129937,14,347,30,522,2008688,1832076,176612,1677902,154174,303311888,276643476,276327176,151,151,35.0,446.8,79.5
21946_4#282,"Scaffold: Velvet + Improvement",6204970,28,221606.07,781105,426862,5,399434,7,394818,8,265281,10,171350,13,318,28,1160,2025010,2008315,16695,2025010,,305776510,303255565,299723126,151,151,35.1,447.9,75.8
21946_4#283,"Scaffold: Velvet + Improvement",6204793,27,229807.15,921753,661016,4,519920,5,412455,7,244235,9,152947,12,356,27,1079,1873394,1700338,173056,1547282,153056,282882494,256751038,256451628,151,151,34.8,451.5,74.7
21946_4#284,"Scaffold: Velvet + Improvement",6206471,30,206882.37,1386767,654433,4,485509,5,479945,6,270968,8,125706,12,314,30,1274,1744932,1729668,15264,1744932,,263484732,261179868,257598245,151,151,34.7,460.2,78.8
21946_4#285,"Scaffold: Velvet + Improvement",6206024,34,182530.12,900381,660461,4,412346,6,396334,7,287833,9,106934,13,347,34,862,1787244,1627504,159740,1485692,141812,269873844,245753104,245465144,151,151,34.9,443.9,74.1
21946_4#286,"Scaffold: Velvet + Improvement",6205427,26,238670.27,904794,480272,5,434163,6,412135,8,350957,9,271556,11,347,26,1205,1776262,1615951,160311,1474418,141533,268215562,244008601,243721254,151,151,34.8,453.1,74.2
21946_4#287,"Scaffold: Velvet + Improvement",6204011,31,200129.39,1204633,518322,4,412152,6,333868,7,244252,10,125106,13,350,31,377,1918366,1755942,162424,1613158,142784,289673266,265147242,264846987,151,151,35.0,447.1,72.1
21946_4#288,"Scaffold: Velvet + Improvement",6204035,28,221572.68,922263,588415,5,479542,6,412122,7,262450,9,158015,12,356,28,1041,1719770,1555999,163771,1410814,145185,259685270,234955849,234679566,151,151,34.7,449.4,75.3
21946_4#289,"Scaffold: Velvet + Improvement",6206384,28,221656.57,1156200,516455,4,412148,6,394331,7,269217,9,252656,11,347,28,316,1923996,1757108,166888,1610942,146166,290523396,265323308,265019510,151,151,35.0,445.8,72.6
21946_4#290,"Scaffold: Velvet + Improvement",6207362,52,119372.35,699278,262298,8,234649,10,174646,13,105012,18,66394,25,309,52,1703,1696984,1681914,15070,1696984,,256244584,253969014,250777168,151,151,34.9,453.9,80.1
21946_4#291,"Scaffold: Velvet + Improvement",6204839,39,159098.44,523760,384339,8,367404,9,274648,11,171297,14,127803,18,323,39,3105,1580216,1431881,148335,1302348,129533,238612616,216214031,215959303,151,151,34.8,446.3,72.7
21946_4#292,"Scaffold: Velvet + Improvement",6208674,41,151431.07,660546,438020,6,376261,8,333944,9,207185,12,106404,16,325,41,539,1738844,1579027,159817,1436964,142063,262565444,238433077,238154175,151,151,34.8,445.9,74.5
21946_4#293,"Scaffold: Velvet + Improvement",6203944,30,206798.13,821914,483268,5,412371,7,391540,8,244204,10,158051,13,356,30,589,1930528,1915970,14558,1930528,,291509728,289311470,286045564,151,151,35.1,445.8,75.4
21946_4#294,"Scaffold: Velvet + Improvement",6207287,32,193977.72,757557,517591,5,412123,7,390309,8,333812,10,206992,12,311,32,1049,1905448,1739575,165873,1593466,146109,287722648,262675825,262375146,151,151,35.0,443.8,71.8
21946_4#295,"Scaffold: Velvet + Improvement",6206549,33,188077.24,900316,483066,5,428480,6,274468,8,207695,11,128766,14,316,33,1118,1780862,1765953,14909,1780862,,268910162,266658903,263259562,151,151,34.7,463.5,76.8
21946_4#296,"Scaffold: Velvet + Improvement",6208306,36,172452.94,899965,488573,5,412372,7,275029,9,256521,11,189222,14,302,36,1352,1788344,1774758,13586,1788344,,270039944,267988458,264649677,151,151,35.0,450.5,77.7
21946_4#297,"Scaffold: Velvet + Improvement",6205520,35,177300.57,900692,398626,6,395010,7,269291,9,217600,12,171291,15,347,35,881,1674596,1530784,143812,1405012,125772,252863996,231148384,230884629,151,151,35.0,442.5,72.4
21946_4#298,"Scaffold: Velvet + Improvement",6205184,35,177290.97,1300340,380862,5,333578,7,245402,9,209968,12,94329,16,323,35,1401,1723564,1571847,151717,1438856,132991,260258164,237348897,237073911,151,151,34.9,452.4,73.4
21946_4#299,"Scaffold: Velvet + Improvement",6205606,36,172377.94,821679,505573,5,479226,6,412278,7,273408,9,163450,12,304,36,1554,1596518,1582236,14282,1596518,,241074218,238917636,235835261,151,151,34.8,461.0,76.5
21946_4#300,"Scaffold: Velvet + Improvement",6205728,46,134907.13,566359,394809,7,378194,9,200952,11,145846,15,94608,20,303,46,5378,1467372,1452696,14676,1467372,,221573172,219357096,215662189,151,151,34.4,490.6,93.5
21946_4#301,"Scaffold: Velvet + Improvement",6204021,39,159077.46,741336,426854,6,394977,8,381253,9,256434,11,94329,16,347,39,762,1819772,1666775,152997,1532122,134653,274785572,251683025,251398748,151,151,35.0,443.2,73.5
21946_4#302,"Scaffold: Velvet + Improvement",6207031,29,214035.55,821909,485408,5,396062,6,333683,8,256056,10,158336,13,543,29,357,1810034,1650889,159145,1510102,140787,273315134,249284239,248992662,151,151,34.8,453.2,72.4
21946_4#303,"Scaffold: Velvet + Improvement",6206291,34,182537.97,902199,397528,6,379462,7,269219,9,243454,12,129930,15,313,34,1356,1702256,1688109,14147,1702256,,257040656,254904459,251319071,151,151,34.6,479.2,80.8
